tournament,stage,match_type,map,agent,total_wins_by_map,total_loss_by_map,total_maps_played,team_id
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,sova,0,1,1,12694
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,fade,0,3,3,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,neon,1,0,1,14419
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,breach,1,0,1,7035
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,Icebox,viper,1,0,1,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,omen,0,1,1,11060
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,Lotus,deadlock,0,1,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,tejo,0,1,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Haven,omen,1,0,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,waylay,1,0,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,brimstone,0,1,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,iso,1,0,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,deadlock,1,0,1,8304
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,omen,0,4,4,278
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,neon,2,0,2,17
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,omen,3,2,5,466
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,killjoy,0,1,1,11981
VCT 2025: China Stage 1,Group Stage,Week 5,Fracture,neon,1,0,1,731
VCT 2025: China Stage 1,Group Stage,Week 5,Split,fade,1,0,1,731
VCT 2025: China Stage 1,Group Stage,Week 5,Pearl,vyse,1,0,1,13790
VCT 2025: China Stage 1,All Stages,All Match Types,Fracture,neon,1,2,3,1119
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Ascent,tejo,1,0,1,2
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,Pearl,fade,0,1,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 2,Ascent,cypher,0,1,1,7386
VCT 2025: Americas Stage 1,Group Stage,Week 4,Haven,neon,1,0,1,2
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,tejo,2,2,4,7386
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,neon,0,2,2,120
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,vyse,0,2,2,6961
VCT 2025: Americas Stage 1,All Stages,All Match Types,Haven,tejo,1,0,1,2355
VCT 2025: Americas Stage 1,All Stages,All Match Types,Ascent,omen,1,0,1,120
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,Lotus,sova,0,1,1,14
Valorant Masters Bangkok 2025,All Stages,All Match Types,Pearl,fade,0,1,1,8185
Valorant Masters Bangkok 2025,All Stages,All Match Types,Abyss,sova,0,1,1,12685
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Fracture,sage,0,1,1,474
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Haven,omen,0,1,1,8877
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Abyss,astra,1,0,1,397
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,Split,fade,0,1,1,1184
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,vyse,3,0,3,8877
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,fade,0,1,1,14419
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Bind,raze,0,1,1,14
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Abyss,cypher,0,1,1,17
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Abyss,tejo,1,0,1,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Lotus,fade,0,1,1,17
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,sova,0,1,2,278
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,astra,1,0,1,918
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,viper,0,1,1,11058
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,astra,0,1,1,11058
VCT 2025: Americas Kickoff,All Stages,All Match Types,Split,omen,0,1,1,15072
VCT 2025: Americas Kickoff,All Stages,All Match Types,Pearl,astra,0,2,2,120
VCT 2025: Americas Kickoff,All Stages,All Match Types,Pearl,phoenix,0,1,1,5248
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bind,tejo,0,1,1,1120
VCT 2025: China Kickoff,Main Event,Grand Final,Lotus,omen,0,1,1,1120
VCT 2025: China Kickoff,All Stages,All Match Types,Bind,tejo,2,1,3,1120
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,viper,0,1,1,14419
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,yoru,0,1,1,1001
Valorant Champions 2025,Playoffs,Grand Final,Ascent,sage,1,0,1,2593
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,viper,1,0,1,14419
Valorant Champions 2025,Playoffs,Lower Final,Corrode,vyse,1,0,1,2593
Valorant Champions 2025,Group Stage,Elimination (B),Lotus,yoru,1,0,1,878
Valorant Champions 2025,Group Stage,Elimination (C),Bind,fade,0,1,1,1120
Valorant Champions 2025,All Stages,All Match Types,Lotus,viper,0,1,1,2
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Haven,neon,0,1,1,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Haven,deadlock,0,1,1,918
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Corrode,omen,1,0,1,11060
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Icebox,viper,0,1,1,466
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Corrode,chamber,2,1,3,14
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Corrode,omen,1,1,2,5448
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,Lotus,raze,0,1,1,1119
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Haven,sova,0,1,1,731
VCT 2025: China Stage 2,Playoffs,Lower Final,Ascent,omen,1,0,1,12010
VCT 2025: China Stage 2,Group Stage,Week 2,Ascent,neon,0,1,1,12010
VCT 2025: China Stage 2,Group Stage,Week 2,Sunset,cypher,0,1,1,1120
VCT 2025: China Stage 2,Group Stage,Week 4,Haven,killjoy,2,0,2,13581
VCT 2025: China Stage 2,All Stages,All Match Types,Lotus,yoru,0,1,2,12685
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Sunset,deadlock,1,0,1,397
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,Ascent,jett,0,1,1,397
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Haven,sova,0,1,1,7035
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,jett,0,2,2,11479
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,omen,1,0,1,188
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sunset,omen,1,0,1,11058
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Ascent,kayo,1,0,1,
VCT 2025: Americas Stage 2,Group Stage,Week 4,Corrode,omen,0,1,1,2406
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,yoru,1,2,3,120
VCT 2025: Americas Stage 2,All Stages,All Match Types,Sunset,neon,1,1,2,6961
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sunset,viper,1,0,1,624
Valorant Masters Toronto 2025,Playoffs,Grand Final,Lotus,killjoy,0,1,1,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Ascent,yoru,1,0,1,2593
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Lotus,raze,1,0,1,624
Valorant Masters Toronto 2025,All Stages,All Match Types,Split,skye,0,1,1,12010
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Ascent,cypher,0,1,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Fracture,neon,1,0,1,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Haven,omen,0,1,1,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Haven,sova,1,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Split,yoru,0,1,1,7035
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,fade,0,1,2,12694
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,killjoy,2,1,3,2593
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,killjoy,1,1,2,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,sova,0,1,1,2593
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Lotus,omen,1,0,1,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Split,yoru,1,0,1,878
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Ascent,omen,0,1,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Split,omen,1,0,1,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Split,breach,1,0,1,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,fade,0,1,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,jett,1,0,1,6199
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,neon,2,1,3,466
VCT 2025: China Stage 1,Playoffs,Grand Final,Pearl,chamber,0,1,1,13581
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Split,breach,1,0,1,12685
Valorant Masters Toronto 2025,All Stages,All Match Types,Haven,yoru,0,1,1,13581
VCT 2025: China Stage 1,Group Stage,Week 4,Lotus,yoru,0,1,1,13581
VCT 2025: China Stage 1,Group Stage,Week 5,Lotus,viper,1,0,1,13790
VCT 2025: China Stage 1,All Stages,All Match Types,Icebox,waylay,0,1,3,13581
VCT 2025: China Stage 1,All Stages,All Match Types,Fracture,yoru,0,2,2,12685
VCT 2025: China Stage 1,All Stages,All Match Types,Fracture,vyse,0,1,2,13576
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Split,yoru,1,0,1,11058
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Fracture,breach,1,0,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 3,Ascent,vyse,1,0,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,Icebox,viper,1,0,1,7386
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,neon,0,1,2,
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Bind,raze,0,1,1,1120
Valorant Masters Bangkok 2025,Playoffs,Lower Final,Haven,tejo,0,1,1,1120
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),Split,cypher,0,1,1,8185
Valorant Masters Bangkok 2025,All Stages,All Match Types,Haven,cypher,0,1,1,1120
Valorant Masters Bangkok 2025,All Stages,All Match Types,Haven,cypher,1,0,1,8185
Valorant Masters Bangkok 2025,All Stages,All Match Types,Abyss,cypher,1,0,1,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Abyss,vyse,0,1,1,8877
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,omen,1,0,1,4915
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,raze,0,1,1,7035
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Fracture,raze,0,1,1,14
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Lotus,fade,0,1,1,278
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Split,viper,0,1,1,14
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,tejo,0,2,2,11060
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,sova,1,1,2,17
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Lotus,omen,1,0,1,188
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Lotus,vyse,0,1,1,15072
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,deadlock,1,0,1,188
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,Abyss,astra,1,0,1,7386
VCT 2025: Americas Kickoff,All Stages,All Match Types,Lotus,jett,0,1,4,7386
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Haven,breach,1,0,1,13581
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Abyss,kayo,1,0,1,12685
VCT 2025: China Kickoff,Main Event,Lower Round 2,Pearl,fade,1,0,1,11981
VCT 2025: China Kickoff,Main Event,Lower Round 2,Bind,raze,0,1,1,13576
VCT 2025: China Kickoff,Main Event,Lower Round 2,Haven,neon,0,1,1,13576
VCT 2025: China Kickoff,Main Event,Lower Round 3,Abyss,yoru,0,1,1,11328
VCT 2025: China Kickoff,All Stages,All Match Types,Split,vyse,1,1,2,12064
Valorant Champions 2025,Playoffs,Grand Final,Abyss,sova,1,0,1,2593
Valorant Champions 2025,Group Stage,Opening (B),Ascent,yoru,1,0,1,2593
Valorant Champions 2025,Group Stage,Elimination (B),Sunset,fade,0,1,1,878
Valorant Champions 2025,Group Stage,Opening (C),Corrode,viper,1,0,1,
Valorant Champions 2025,All Stages,All Match Types,Corrode,vyse,0,1,1,474
Valorant Champions 2025,All Stages,All Match Types,Lotus,sage,1,0,1,13581
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,yoru,1,0,1,624
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Lotus,viper,1,0,1,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Corrode,fade,1,0,1,14
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Lotus,fade,1,0,1,8304
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,yoru,1,2,3,14
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,raze,2,1,3,5448
VCT 2025: China Stage 2,Playoffs,Lower Round 1,Lotus,yoru,0,1,1,1120
VCT 2025: China Stage 2,Group Stage,Week 1,Sunset,breach,1,0,1,1120
VCT 2025: China Stage 2,Group Stage,Week 3,Lotus,fade,0,1,1,14137
VCT 2025: China Stage 2,All Stages,All Match Types,Bind,vyse,1,1,2,12064
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Sunset,neon,0,1,1,14419
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Haven,viper,1,0,1,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Lotus,raze,0,1,1,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Bind,gekko,1,0,1,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Bind,viper,1,0,1,2593
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,viper,0,3,3,2059
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,kayo,0,1,1,1184
VCT 2025: Americas Stage 2,Group Stage,Week 1,Lotus,viper,1,0,1,5248
VCT 2025: Americas Stage 2,Group Stage,Week 2,Haven,yoru,0,1,1,15072
VCT 2025: Americas Stage 2,Group Stage,Week 2,Haven,omen,1,0,1,188
VCT 2025: Americas Stage 2,Group Stage,Week 3,Ascent,omen,1,0,1,11058
VCT 2025: Americas Stage 2,All Stages,All Match Types,Ascent,jett,0,1,3,2359
VCT 2025: Americas Stage 2,All Stages,All Match Types,Corrode,yoru,2,0,2,120
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Lotus,vyse,1,0,1,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Split,fade,1,0,1,13790
Valorant Masters Toronto 2025,Playoffs,Upper Final,Ascent,viper,1,0,1,624
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Icebox,omen,1,0,1,624
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Split,fade,0,1,1,13790
Valorant Masters Toronto 2025,All Stages,All Match Types,Lotus,raze,0,1,1,12010
Valorant Masters Toronto 2025,All Stages,All Match Types,Icebox,viper,0,2,2,2
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,breach,1,0,1,397
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,kayo,0,1,1,474
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Lotus,omen,1,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Fracture,breach,0,1,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Pearl,harbor,1,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Lotus,viper,0,1,1,11479
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,yoru,0,1,4,397
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Lotus,yoru,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,breach,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,cypher,0,1,1,11060
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,raze,0,1,2,278
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,yoru,2,1,3,878
VCT 2025: China Stage 1,Group Stage,Week 1,Haven,viper,1,0,1,11328
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,gekko,1,0,1,14137
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,jett,1,0,1,14137
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,neon,0,1,1,1119
VCT 2025: China Stage 1,Group Stage,Week 5,Lotus,breach,1,0,1,13581
VCT 2025: China Stage 1,All Stages,All Match Types,Lotus,breach,3,1,4,11981
VCT 2025: China Stage 1,All Stages,All Match Types,Split,deadlock,0,1,2,1119
VCT 2025: China Stage 1,All Stages,All Match Types,Split,viper,0,2,2,11328
VCT 2025: Americas Stage 1,Group Stage,Week 3,Pearl,vyse,1,0,1,2355
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,omen,2,1,3,6961
VCT 2025: Americas Stage 1,All Stages,All Match Types,Fracture,tejo,0,1,1,11058
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,killjoy,1,1,2,
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,astra,1,2,3,15072
VCT 2025: Americas Stage 1,All Stages,All Match Types,Split,breach,1,0,1,188
VCT 2025: Americas Stage 1,All Stages,All Match Types,Split,astra,0,1,4,6961
Valorant Masters Bangkok 2025,Playoffs,Upper Final,Split,jett,0,1,1,1120
Valorant Masters Bangkok 2025,All Stages,All Match Types,Abyss,jett,0,1,1,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Lotus,omen,0,1,1,8877
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Fracture,cypher,0,1,1,8877
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Split,astra,1,1,2,397
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,sova,1,0,1,918
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,raze,0,1,1,878
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Pearl,killjoy,1,0,1,14
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Haven,yoru,0,1,1,14
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,sova,1,0,1,6199
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,sova,3,0,3,14
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Lotus,raze,0,1,1,15072
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Fracture,tejo,1,0,1,188
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,vyse,0,1,1,2
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Fracture,brimstone,0,1,1,2406
VCT 2025: Americas Kickoff,All Stages,All Match Types,Split,omen,1,2,3,2355
VCT 2025: Americas Kickoff,All Stages,All Match Types,Lotus,viper,1,0,1,11058
VCT 2025: China Kickoff,Main Event,Lower Round 1,Abyss,astra,1,0,1,13790
VCT 2025: China Kickoff,Main Event,Lower Final,Haven,jett,1,0,1,1120
VCT 2025: China Kickoff,All Stages,All Match Types,Haven,sova,1,2,3,12010
Valorant Champions 2025,Playoffs,Grand Final,Abyss,sova,0,1,1,
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,brimstone,1,0,1,8185
Valorant Champions 2025,Group Stage,Opening (B),Ascent,yoru,0,1,1,878
Valorant Champions 2025,All Stages,All Match Types,Bind,viper,1,1,2,474
Valorant Champions 2025,All Stages,All Match Types,Bind,gekko,0,1,2,474
Valorant Champions 2025,All Stages,All Match Types,Bind,fade,0,1,1,1120
Valorant Champions 2025,All Stages,All Match Types,Sunset,cypher,1,1,2,8185
Valorant Champions 2025,All Stages,All Match Types,Sunset,sova,1,1,2,14
Valorant Champions 2025,All Stages,All Match Types,Haven,cypher,0,1,1,12010
Valorant Champions 2025,All Stages,All Match Types,Lotus,fade,3,2,5,624
Valorant Champions 2025,All Stages,All Match Types,Lotus,cypher,1,0,1,13581
Valorant Champions 2025,All Stages,All Match Types,Lotus,omen,0,1,1,2
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,sova,0,1,1,14
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Icebox,sova,1,0,1,278
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Haven,sova,0,1,1,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Haven,waylay,2,0,2,624
VCT 2025: China Stage 2,Playoffs,Lower Round 1,Ascent,jett,1,0,1,1120
VCT 2025: China Stage 2,All Stages,All Match Types,Bind,fade,0,2,2,13790
VCT 2025: China Stage 2,All Stages,All Match Types,Lotus,vyse,0,1,5,1119
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,neon,2,1,3,1120
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,kayo,1,0,1,397
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Sunset,cypher,0,1,1,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Bind,kayo,1,0,1,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Haven,omen,0,1,1,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Lotus,viper,1,0,1,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Corrode,yoru,1,0,1,2059
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,breach,1,1,3,7035
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,sova,4,1,5,1001
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,tejo,1,0,1,11058
VCT 2025: Americas Stage 2,Playoffs,Grand Final,Ascent,vyse,0,1,1,
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Icebox,killjoy,1,0,1,
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Haven,killjoy,1,0,1,188
VCT 2025: Americas Stage 2,Group Stage,Week 1,Bind,raze,0,1,1,6961
VCT 2025: Americas Stage 2,Group Stage,Week 1,Ascent,yoru,0,1,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sunset,omen,0,1,1,5248
VCT 2025: Americas Stage 2,Group Stage,Week 4,Bind,viper,1,0,1,2355
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,viper,2,2,4,
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sunset,omen,0,1,1,17
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Ascent,tejo,0,1,1,2
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Sunset,viper,1,0,1,474
Valorant Masters Toronto 2025,All Stages,All Match Types,Sunset,yoru,1,0,1,13790
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Icebox,tejo,1,0,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,omen,0,1,1,397
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Lotus,breach,1,0,1,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Fracture,brimstone,1,0,1,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Haven,sova,0,1,1,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Split,raze,1,0,1,474
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Haven,tejo,0,1,1,14419
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,waylay,0,1,2,1184
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,sova,1,1,2,4915
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Haven,cypher,0,1,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,cypher,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Split,viper,0,1,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,chamber,0,1,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,viper,0,1,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,cypher,1,0,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,sova,1,0,1,466
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,neon,1,1,2,466
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,omen,1,2,3,918
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,cypher,1,1,2,17
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,tejo,1,1,2,8304
VCT 2025: China Stage 1,Group Stage,Week 1,Lotus,viper,1,0,1,1119
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,vyse,1,0,1,11328
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,neon,1,0,1,13581
VCT 2025: China Stage 1,Group Stage,Week 3,Split,skye,1,0,1,12064
VCT 2025: China Stage 1,Group Stage,Week 5,Split,cypher,0,1,1,11981
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,yoru,1,2,3,13576
VCT 2025: Americas Stage 1,Group Stage,Week 1,Icebox,yoru,0,1,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 3,Lotus,omen,0,1,1,188
VCT 2025: Americas Stage 1,Group Stage,Week 5,Icebox,harbor,0,1,1,188
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,yoru,1,0,2,15072
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,fade,3,2,5,11058
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,Lotus,cypher,0,1,1,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Split,yoru,0,1,1,474
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Bind,skye,1,0,1,2059
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),Pearl,vyse,0,1,1,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Bind,kayo,0,1,1,7035
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Pearl,kayo,0,1,1,474
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Fracture,astra,0,1,1,397
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Abyss,astra,0,1,1,2593
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Split,fade,0,1,1,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Haven,yoru,1,0,1,2593
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Lotus,cypher,0,1,1,12694
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,Bind,gekko,1,0,1,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,Split,raze,1,0,1,474
