tournament,stage,match_type,match_name,map,type,initiated,won,team_id
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Abyss,$$ (won),4,2,5248
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Bind,Pistol Won,0,0,120
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,Pistol Won,0,1,5248
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Lotus,$$ (won),4,3,2359
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,All Maps,Eco (won),8,4,7386
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Abyss,$ (won),2,1,11058
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,$$$ (won),29,16,2
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,$ (won),1,1,7386
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,$$ (won),2,1,1001
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,Pistol Won,0,0,13581
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Haven,Eco (won),3,1,13581
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Abyss,Eco (won),4,0,11981
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,Eco (won),4,1,624
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,$$ (won),3,2,7386
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Corrode,$ (won),0,0,
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Ascent,Eco (won),3,1,2593
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,Bind,$$ (won),4,3,120
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Sunset,Eco (won),3,1,2406
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,All Maps,Eco (won),8,3,188
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,All Maps,Eco (won),7,4,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,Eco (won),2,2,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,All Maps,Eco (won),9,3,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 4,FUT Esports vs Team Heretics,Bind,Eco (won),4,1,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Haven,Eco (won),3,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Haven,Pistol Won,0,2,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,All Maps,Eco (won),8,4,397
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,Ascent,$$$ (won),9,8,474
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,All Maps,$$ (won),13,7,474
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Icebox,$$ (won),3,3,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,$$ (won),4,3,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Corrode,Eco (won),3,2,17
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Haven,Pistol Won,0,2,278
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,$$$ (won),14,4,878
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Sunset,$$$ (won),11,8,878
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,All Maps,Pistol Won,0,2,6199
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Sunset,$$ (won),6,3,878
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Ascent,$$$ (won),10,4,11060
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Icebox,Eco (won),4,0,8185
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Corrode,$$ (won),4,3,878
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,$$ (won),5,2,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Ascent,$$ (won),8,2,12010
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Lotus,$$$ (won),13,10,2
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,All Maps,$ (won),5,0,13581
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Eco (won),10,4,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Split,$ (won),3,2,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,All Maps,$ (won),3,1,474
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,All Maps,Eco (won),8,2,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Split,$$$ (won),18,11,12694
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,All Maps,Pistol Won,0,4,4915
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Fracture,Pistol Won,0,0,2059
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Icebox,$$$ (won),16,9,474
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Ascent,Eco (won),2,2,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,All Maps,$$$ (won),35,18,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Lotus,Pistol Won,0,0,278
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Lotus,$$$ (won),13,10,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Fracture,Pistol Won,0,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,Eco (won),4,0,918
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,$$$ (won),11,7,8304
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox,Pistol Won,0,1,8304
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Eco (won),4,1,624
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,$$ (won),5,3,17
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Ascent,Eco (won),3,0,7386
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,$$$ (won),8,3,
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,All Maps,$$ (won),9,8,11058
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,Pistol Won,0,1,5248
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Split,$$ (won),6,2,7386
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,All Maps,$$$ (won),23,17,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,All Maps,Eco (won),7,6,1120
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,All Maps,Pistol Won,0,5,474
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,$$$ (won),18,13,11058
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,All Maps,Eco (won),8,6,14
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,Eco (won),2,2,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Pistol Won,0,1,11479
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,All Maps,$$ (won),12,5,397
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,Eco (won),2,2,1184
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Lotus,Eco (won),3,0,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,Eco (won),2,1,11060
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,$ (won),4,1,11060
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,$$ (won),3,3,17
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,All Maps,$$ (won),19,7,8304
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,All Maps,$ (won),0,0,17
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Abyss,$$$ (won),11,6,188
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,All Maps,Eco (won),7,1,188
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Split,Pistol Won,0,1,6961
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Abyss,$$$ (won),10,4,2355
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,$$ (won),5,4,7386
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Eco (won),3,2,624
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,$$ (won),6,2,1120
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,All Maps,$$$ (won),30,15,13581
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,All Maps,Eco (won),4,4,7386
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,$ (won),1,0,14419
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,All Maps,Eco (won),6,2,120
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Haven,$$ (won),7,2,6961
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Sunset,Eco (won),3,0,120
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Lotus,Eco (won),3,1,2359
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,All Maps,Eco (won),5,3,
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,Eco (won),3,1,188
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Lotus,$$ (won),4,3,
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,$$ (won),8,4,
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,$$$ (won),14,8,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,$$ (won),5,2,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Bind,$$$ (won),6,2,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Sunset,Pistol Won,0,0,7035
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,$ (won),0,0,4915
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,All Maps,$$ (won),15,10,14419
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Icebox,Eco (won),2,2,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Haven,Pistol Won,0,2,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,$ (won),2,0,278
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,All Maps,$ (won),5,0,278
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,All Maps,Pistol Won,0,3,278
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Haven,Eco (won),4,0,14
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,All Maps,Eco (won),9,3,17
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,All Maps,$$ (won),13,7,17
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Haven,Eco (won),3,1,14
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,All Maps,$ (won),5,2,474
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,$ (won),0,0,624
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,All Maps,Pistol Won,0,2,624
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,$ (won),2,0,17
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Fracture,$$ (won),4,1,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Haven,$$$ (won),13,6,474
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,Lotus,Pistol Won,0,1,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,All Maps,$ (won),4,0,7035
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Ascent,$$$ (won),15,7,1184
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Split,$ (won),0,0,397
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,$$ (won),2,1,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Split,$$$ (won),14,8,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Lotus,$$$ (won),2,0,278
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Haven,Pistol Won,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Fracture,$$$ (won),13,7,466
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,All Maps,$$ (won),13,10,466
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Lotus,$ (won),1,1,878
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Pearl,Eco (won),3,1,17
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Pearl,$$$ (won),11,10,17
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Icebox,Pistol Won,0,1,8185
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Lotus,Pistol Won,0,2,624
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,All Maps,$$ (won),22,8,878
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,All Maps,Eco (won),9,2,7386
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,All Maps,$$ (won),10,9,2359
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Lotus,Eco (won),3,2,5248
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,All Maps,Pistol Won,0,5,7386
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,All Maps,$ (won),4,0,2406
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,All Maps,Pistol Won,0,1,
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Fracture,$$$ (won),10,8,1120
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,All Maps,$ (won),2,2,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,$ (won),1,0,2593
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Split,$$ (won),5,2,14419
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,$$ (won),6,3,474
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Eco (won),2,1,11060
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,$$ (won),19,12,878
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,Pistol Won,0,1,8304
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,$$ (won),7,3,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,$ (won),0,0,17
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,All Maps,$$$ (won),26,19,17
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,Bind,$$ (won),3,0,7386
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,All Maps,$$ (won),12,5,188
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,All Maps,$$ (won),12,7,120
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,$$$ (won),6,0,5248
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,All Maps,Pistol Won,0,2,2
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,$$$ (won),30,17,7386
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,$$$ (won),14,10,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,$ (won),2,1,14419
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Lotus,Pistol Won,0,1,11981
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,All Maps,Pistol Won,0,3,11058
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,All Maps,$$ (won),6,1,11981
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,All Maps,$$$ (won),26,16,11058
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,All Maps,Eco (won),10,2,8185
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Bind,Eco (won),4,0,2593
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,$$$ (won),24,11,7386
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,Bind,Eco (won),3,1,624
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,All Maps,$ (won),3,2,8185
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,Bind,Pistol Won,0,1,
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,All Maps,$$$ (won),36,22,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,$ (won),2,1,2359
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Lotus,$$$ (won),11,8,2
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Haven,$$$ (won),13,8,188
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Sunset,$ (won),1,1,11058
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,All Maps,Eco (won),10,3,11058
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Icebox,$$$ (won),11,6,
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Bind,$$ (won),6,3,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,All Maps,$$ (won),3,0,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Bind,$$ (won),9,2,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,All Maps,$$ (won),16,10,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,All Maps,Pistol Won,0,3,474
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,All Maps,Pistol Won,0,1,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Corrode,$$ (won),2,0,397
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,Eco (won),2,2,397
VCT 2025: EMEA Stage 2,Showmatch,Main Event,Team France vs Team EMEA,Corrode,$$$ (won),10,4,19721
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Icebox,$ (won),0,0,278
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Ascent,$ (won),0,0,17
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Sunset,$$$ (won),10,4,624
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Ascent,Eco (won),2,1,466
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,All Maps,Pistol Won,0,1,11060
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Ascent,$$$ (won),15,13,878
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Bind,Pistol Won,0,0,878
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,$$$ (won),12,8,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,$$$ (won),19,10,474
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,All Maps,Pistol Won,0,1,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,Pistol Won,0,1,13581
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,$$$ (won),13,7,17
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Ascent,$ (won),1,0,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,All Maps,$$ (won),8,3,4915
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Lotus,Eco (won),4,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,All Maps,$ (won),1,0,1184
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,Eco (won),3,1,4915
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Split,Eco (won),4,0,1184
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Icebox,$ (won),0,0,1001
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,All Maps,Pistol Won,0,3,2593
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,All Maps,Eco (won),11,3,397
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,All Maps,$$ (won),7,6,14
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Fracture,$ (won),1,0,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,All Maps,$$ (won),13,8,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Ascent,Eco (won),3,1,466
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,All Maps,Pistol Won,0,2,466
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Split,Eco (won),4,2,2355
VCT 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Haven,$ (won),1,0,15072
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,$$ (won),6,4,120
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,Eco (won),3,1,15072
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Fracture,$$ (won),8,4,11058
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,All Maps,Eco (won),7,6,7386
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Split,Pistol Won,0,2,7386
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,All Maps,$$ (won),9,6,7386
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,Eco (won),2,1,11058
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,$ (won),2,1,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,All Maps,$ (won),1,1,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,Eco (won),3,1,11058
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,Eco (won),2,2,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,$$ (won),3,2,397
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Pistol Won,0,0,12694
